Latitude,Longitude
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355504921,112.774310906
-7.355505369,112.774302555
-7.355505369,112.774302555
-7.355505369,112.774302555
-7.355505369,112.774302555
-7.355505369,112.774302555
-7.355505369,112.774302555
-7.355505369,112.774302555
